Profit Ratio	Category	City	Country	Customer ID	Customer Name	Discount	레코드 수	Order Date	Order ID	Postal Code	Product ID	Manufacturer	Product Name	Profit	Quantity	Region	Row ID	Sales	Segment	Ship Date	Ship Mode	State	Sub-Category
25%	Furniture	Columbia	United States	GA-14725	Guy Armstrong	0	1	2016. 2. 11.	CA-2016-168368	65203	FUR-CH-10001146	Global	Global Value Mid-Back Manager's Chair, Gray	$15	1	Central	9255	$61	Consumer	2016. 2. 15.	Second Class	Missouri	Chairs
46%	Office Supplies	Columbia	United States	GA-14725	Guy Armstrong	0	1	2016. 2. 11.	CA-2016-168368	65203	OFF-LA-10004853	Avery	Avery 483	$7	3	Central	9256	$15	Consumer	2016. 2. 15.	Second Class	Missouri	Labels
46%	Office Supplies	Columbia	United States	GA-14725	Guy Armstrong	0	1	2016. 2. 11.	CA-2016-168368	65203	OFF-BI-10004728	Wilson Jones	Wilson Jones Turn Tabs Binder Tool for Ring Binders	$4	2	Central	9257	$10	Consumer	2016. 2. 15.	Second Class	Missouri	Binders
16%	Furniture	Columbia	United States	GA-14725	Guy Armstrong	0	1	2016. 2. 11.	CA-2016-168368	65203	FUR-FU-10002298	Other	"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"	$53	3	Central	9258	$333	Consumer	2016. 2. 15.	Second Class	Missouri	Furnishings
47%	Office Supplies	Columbia	United States	GA-14725	Guy Armstrong	0	1	2016. 2. 11.	CA-2016-168368	65203	OFF-BI-10004654	Other	VariCap6 Expandable Binder	$24	3	Central	9259	$52	Consumer	2016. 2. 15.	Second Class	Missouri	Binders
4%	Office Supplies	Columbia	United States	GA-14725	Guy Armstrong	0	1	2016. 2. 11.	CA-2016-168368	65203	OFF-ST-10002583	Fellowes	Fellowes Neat Ideas Storage Cubes	$3	2	Central	9260	$65	Consumer	2016. 2. 15.	Second Class	Missouri	Storage
26%	Office Supplies	Aberdeen	United States	JL-15505	Jeremy Lonsdale	0	1	2019. 11. 11.	CA-2019-167976	57401	OFF-SU-10004661	Acme	Acme Titanium Bonded Scissors	$7	3	Central	9261	$26	Consumer	2019. 11. 14.	Second Class	South Dakota	Supplies
-1%	Furniture	Seattle	United States	SU-20665	Stephanie Ulpright	0.2	1	2019. 9. 2.	CA-2019-111388	98103	FUR-CH-10003061	Global	Global Leather Task Chair, Black	-$3	3	West	9262	$216	Home Office	2019. 9. 2.	Same Day	Washington	Chairs
9%	Furniture	Detroit	United States	FM-14380	Fred McMath	0	1	2017. 10. 9.	CA-2017-124499	48227	FUR-CH-10000513	Other	High-Back Leather Manager's Chair	$35	3	Central	9263	$390	Consumer	2017. 10. 13.	Standard Class	Michigan	Chairs
20%	Office Supplies	Detroit	United States	FM-14380	Fred McMath	0.1	1	2017. 10. 9.	CA-2017-124499	48227	OFF-AP-10002191	Belkin	Belkin 8 Outlet SurgeMaster II Gold Surge Protector	$54	5	Central	9264	$270	Consumer	2017. 10. 13.	Standard Class	Michigan	Appliances
-67%	Office Supplies	Memphis	United States	MY-17380	Maribeth Yedwab	0.7	1	2019. 11. 24.	US-2019-128118	38109	OFF-BI-10000216	Other	"Mead 1st Gear 2"" Zipper Binder, Asst. Colors"	-$8	3	South	9265	$12	Corporate	2019. 12. 1.	Standard Class	Tennessee	Binders
38%	Office Supplies	Memphis	United States	MY-17380	Maribeth Yedwab	0.2	1	2019. 11. 24.	US-2019-128118	38109	OFF-EN-10003448	Peel & Seel	Peel & Seel Recycled Catalog Envelopes, Brown	$24	7	South	9266	$65	Corporate	2019. 12. 1.	Standard Class	Tennessee	Envelopes
38%	Furniture	North Las Vegas	United States	NM-18445	Nathan Mautz	0	1	2016. 2. 8.	CA-2016-125759	89031	FUR-FU-10002111	Master Caster	Master Caster Door Stop, Large Brown	$6	2	West	9267	$15	Home Office	2016. 2. 9.	First Class	Nevada	Furnishings
7%	Furniture	Freeport	United States	CS-11950	Carlos Soltero	0.1	1	2017. 9. 25.	CA-2017-151869	11520	FUR-CH-10001545	Hon	Hon Comfortask Task/Swivel Chairs	$7	1	East	9268	$103	Consumer	2017. 9. 25.	Same Day	New York	Chairs
48%	Office Supplies	Freeport	United States	CS-11950	Carlos Soltero	0	1	2017. 9. 25.	CA-2017-151869	11520	OFF-PA-10002947	Xerox	Xerox 1923	$10	3	East	9269	$20	Consumer	2017. 9. 25.	Same Day	New York	Paper
35%	Office Supplies	New York City	United States	PK-19075	Pete Kriz	0.2	1	2019. 8. 21.	US-2019-102183	10035	OFF-BI-10003476	Avery	Avery Metallic Poly Binders	$11	7	East	9270	$32	Consumer	2019. 8. 28.	Standard Class	New York	Binders
34%	Office Supplies	New York City	United States	PK-19075	Pete Kriz	0.2	1	2019. 8. 21.	US-2019-102183	10035	OFF-BI-10001359	GBC	GBC DocuBind TL300 Electric Binding System	$1,453	6	East	9271	$4,306	Consumer	2019. 8. 28.	Standard Class	New York	Binders
44%	Furniture	New York City	United States	HM-14860	Harry Marie	0	1	2018. 5. 12.	CA-2018-100510	10024	FUR-FU-10000320	OIC	OIC Stacking Trays	$4	3	East	9272	$10	Corporate	2018. 5. 17.	Standard Class	New York	Furnishings
48%	Technology	New York City	United States	HM-14860	Harry Marie	0	1	2018. 5. 12.	CA-2018-100510	10024	TEC-PH-10001835	Jawbone	Jawbone JAMBOX Wireless Bluetooth Speaker	$303	4	East	9273	$632	Corporate	2018. 5. 17.	Standard Class	New York	Phones
48%	Office Supplies	Henderson	United States	AH-10210	Alan Hwang	0	1	2019. 9. 2.	CA-2019-146983	42420	OFF-BI-10003650	GBC	GBC DocuBind 300 Electric Binding Machine	$757	3	South	9274	$1,578	Consumer	2019. 9. 6.	Standard Class	Kentucky	Binders
44%	Office Supplies	Albuquerque	United States	FC-14335	Fred Chung	0	1	2016. 10. 10.	US-2016-134054	87105	OFF-AR-10000937	Dixon	Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set	$113	7	West	9275	$256	Corporate	2016. 10. 10.	Same Day	New Mexico	Art
8%	Office Supplies	Delray Beach	United States	CP-12085	Cathy Prescott	0.2	1	2018. 5. 26.	CA-2018-113236	33445	OFF-ST-10000532	Advantus	Advantus Rolling Drawer Organizers	$14	6	South	9276	$185	Corporate	2018. 5. 29.	Second Class	Florida	Storage
25%	Technology	Delray Beach	United States	CP-12085	Cathy Prescott	0.2	1	2018. 5. 26.	CA-2018-113236	33445	TEC-AC-10001267	Imation	Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...	$12	2	South	9277	$48	Corporate	2018. 5. 29.	Second Class	Florida	Accessories
33%	Office Supplies	Philadelphia	United States	SC-20305	Sean Christensen	0.2	1	2019. 12. 1.	CA-2019-122539	19140	OFF-LA-10004853	Avery	Avery 483	$5	4	East	9278	$16	Consumer	2019. 12. 5.	Standard Class	Pennsylvania	Labels
-70%	Office Supplies	Philadelphia	United States	SC-20305	Sean Christensen	0.7	1	2019. 12. 1.	CA-2019-122539	19140	OFF-BI-10001759	Acco	"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue"	-$6	7	East	9279	$8	Consumer	2019. 12. 5.	Standard Class	Pennsylvania	Binders
-7%	Furniture	Philadelphia	United States	SC-20305	Sean Christensen	0.3	1	2019. 12. 1.	CA-2019-122539	19140	FUR-CH-10003379	Global	Global Commerce Series High-Back Swivel/Tilt Chairs	-$28	2	East	9280	$399	Consumer	2019. 12. 5.	Standard Class	Pennsylvania	Chairs
25%	Furniture	Seattle	United States	HJ-14875	Heather Jas	0	1	2018. 9. 20.	CA-2018-166772	98105	FUR-BO-10002853	O'Sullivan	O'Sullivan 5-Shelf Heavy-Duty Bookcases	$41	2	West	9281	$164	Home Office	2018. 9. 24.	Standard Class	Washington	Bookcases
30%	Office Supplies	Richmond	United States	CB-12025	Cassandra Brandow	0	1	2019. 9. 11.	US-2019-152898	23223	OFF-AP-10000027	Hoover	Hoover Commercial SteamVac	$20	5	South	9282	$68	Consumer	2019. 9. 15.	Standard Class	Virginia	Appliances
35%	Office Supplies	West Palm Beach	United States	EH-14185	Evan Henry	0.2	1	2018. 12. 30.	CA-2018-160486	33407	OFF-PA-10002421	Other	Embossed Ink Jet Note Cards	$25	4	South	9283	$72	Consumer	2019. 1. 4.	Standard Class	Florida	Paper
34%	Office Supplies	Fort Collins	United States	LW-17215	Luke Weiss	0.2	1	2019. 9. 2.	CA-2019-102218	80525	OFF-LA-10002475	Avery	Avery 519	$4	2	West	9284	$12	Consumer	2019. 9. 4.	Second Class	Colorado	Labels
11%	Furniture	Franklin	United States	MK-17905	Michael Kennedy	0	1	2016. 11. 18.	CA-2016-161032	53132	FUR-CH-10001482	Office Star	Office Star - Mesh Screen back chair with Vinyl seat	$43	3	Central	9285	$393	Corporate	2016. 11. 23.	Standard Class	Wisconsin	Chairs
26%	Furniture	Monroe	United States	JH-15820	John Huston	0.2	1	2017. 11. 21.	CA-2017-102778	28110	FUR-FU-10000087	Executive Impressions	"Executive Impressions 14"" Two-Color Numerals Wall Clock"	$5	1	South	9286	$18	Consumer	2017. 11. 24.	First Class	North Carolina	Furnishings
-160%	Office Supplies	Dallas	United States	DB-13270	Deborah Brumfield	0.8	1	2019. 6. 19.	CA-2019-154011	75081	OFF-BI-10003166	GBC	GBC Plasticlear Binding Covers	-$11	3	Central	9287	$7	Home Office	2019. 6. 26.	Standard Class	Texas	Binders
-19%	Furniture	Dallas	United States	DB-13270	Deborah Brumfield	0.3	1	2019. 6. 19.	CA-2019-154011	75081	FUR-TA-10000688	Chromcraft	Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base	-$85	3	Central	9288	$457	Home Office	2019. 6. 26.	Standard Class	Texas	Tables
-1%	Furniture	Philadelphia	United States	TB-21625	Trudy Brown	0.3	1	2019. 11. 30.	US-2019-165456	19134	FUR-CH-10003981	Global	Global Commerce Series Low-Back Swivel/Tilt Chairs	-$15	6	East	9289	$1,079	Consumer	2019. 12. 3.	First Class	Pennsylvania	Chairs
47%	Office Supplies	San Francisco	United States	NM-18445	Nathan Mautz	0	1	2016. 4. 23.	CA-2016-111857	94109	OFF-PA-10001878	Xerox	Xerox 1891	$23	1	West	9290	$49	Home Office	2016. 4. 26.	Second Class	California	Paper
29%	Office Supplies	Dover	United States	TT-21220	Thomas Thornton	0	1	2016. 9. 23.	CA-2016-163650	19901	OFF-AR-10002375	Newell	Newell 351	$3	3	East	9291	$10	Consumer	2016. 9. 25.	First Class	Delaware	Art
45%	Office Supplies	Dover	United States	TT-21220	Thomas Thornton	0	1	2016. 9. 23.	CA-2016-163650	19901	OFF-BI-10004965	Ibico	Ibico Covers for Plastic or Wire Binding Elements	$16	3	East	9292	$35	Consumer	2016. 9. 25.	First Class	Delaware	Binders
-170%	Office Supplies	Waco	United States	RS-19765	Roland Schwarz	0.8	1	2019. 3. 2.	CA-2019-124114	76706	OFF-BI-10004022	Acco	Acco Suede Grain Vinyl Round Ring Binder	-$1	1	Central	9293	$1	Corporate	2019. 3. 2.	Same Day	Texas	Binders
47%	Office Supplies	Hagerstown	United States	TB-21625	Trudy Brown	0	1	2019. 11. 17.	US-2019-116505	21740	OFF-BI-10000050	Angle-D	Angle-D Binders with Locking Rings, Label Holders	$21	6	East	9294	$44	Consumer	2019. 11. 21.	Second Class	Maryland	Binders
36%	Office Supplies	Cleveland	United States	AM-10360	Alice McCarthy	0.2	1	2019. 5. 28.	CA-2019-161340	44105	OFF-PA-10002464	HP	HP Office Recycled Paper (20Lb. and 87 Bright)	$5	3	East	9295	$14	Corporate	2019. 6. 1.	Standard Class	Ohio	Paper
-56%	Furniture	Cleveland	United States	AM-10360	Alice McCarthy	0.5	1	2019. 5. 28.	CA-2019-161340	44105	FUR-BO-10004709	Bush	Bush Westfield Collection Bookcases, Medium Cherry Finish	-$65	4	East	9296	$116	Corporate	2019. 6. 1.	Standard Class	Ohio	Bookcases
20%	Technology	Mcallen	United States	MP-17965	Michael Paige	0.2	1	2017. 4. 18.	US-2017-163433	78501	TEC-AC-10003590	Other	TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem	$8	2	Central	9297	$41	Corporate	2017. 4. 22.	Second Class	Texas	Accessories
10%	Technology	Mcallen	United States	MP-17965	Michael Paige	0.2	1	2017. 4. 18.	US-2017-163433	78501	TEC-PH-10003357	Grandstream	Grandstream GXP2100 Mainstream Business Phone	$24	4	Central	9298	$245	Corporate	2017. 4. 22.	Second Class	Texas	Phones
9%	Office Supplies	Mcallen	United States	MP-17965	Michael Paige	0.2	1	2017. 4. 18.	US-2017-163433	78501	OFF-AR-10003373	Boston	Boston School Pro Electric Pencil Sharpener, 1670	$7	3	Central	9299	$74	Corporate	2017. 4. 22.	Second Class	Texas	Art
-160%	Office Supplies	Mcallen	United States	MP-17965	Michael Paige	0.8	1	2017. 4. 18.	US-2017-163433	78501	OFF-BI-10003676	GBC	GBC Standard Recycled Report Covers, Clear Plastic Sheets	-$7	2	Central	9300	$4	Corporate	2017. 4. 22.	Second Class	Texas	Binders
-36%	Furniture	Mcallen	United States	MP-17965	Michael Paige	0.3	1	2017. 4. 18.	US-2017-163433	78501	FUR-CH-10000225	Global	Global Geo Office Task Chair, Gray	-$20	1	Central	9301	$57	Corporate	2017. 4. 22.	Second Class	Texas	Chairs
6%	Technology	Mcallen	United States	MP-17965	Michael Paige	0.2	1	2017. 4. 18.	US-2017-163433	78501	TEC-PH-10001870	Other	Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5	$6	2	Central	9302	$98	Corporate	2017. 4. 22.	Second Class	Texas	Phones
11%	Office Supplies	Mcallen	United States	MP-17965	Michael Paige	0.2	1	2017. 4. 18.	US-2017-163433	78501	OFF-AR-10003481	Newell	Newell 348	$1	3	Central	9303	$8	Corporate	2017. 4. 22.	Second Class	Texas	Art
35%	Office Supplies	Mcallen	United States	MP-17965	Michael Paige	0.2	1	2017. 4. 18.	US-2017-163433	78501	OFF-PA-10003936	Xerox	Xerox 1994	$5	3	Central	9304	$16	Corporate	2017. 4. 22.	Second Class	Texas	Paper
-155%	Office Supplies	Mcallen	United States	MP-17965	Michael Paige	0.8	1	2017. 4. 18.	US-2017-163433	78501	OFF-BI-10000320	GBC	GBC Plastic Binding Combs	-$2	1	Central	9305	$1	Corporate	2017. 4. 22.	Second Class	Texas	Binders
26%	Office Supplies	Santa Fe	United States	MH-17290	Marc Harrigan	0	1	2017. 9. 19.	CA-2017-137603	87505	OFF-AR-10001972	Newell	Newell 323	$2	5	West	9306	$8	Home Office	2017. 9. 24.	Standard Class	New Mexico	Art
29%	Office Supplies	San Francisco	United States	CA-12265	Christina Anderson	0	1	2016. 3. 25.	CA-2016-128237	94110	OFF-AR-10003829	Newell	Newell 35	$2	2	West	9307	$7	Consumer	2016. 3. 30.	Standard Class	California	Art
25%	Office Supplies	San Francisco	United States	CA-12265	Christina Anderson	0	1	2016. 3. 25.	CA-2016-128237	94110	OFF-AR-10003338	Other	"Eberhard Faber 3 1/2"" Golf Pencils"	$4	2	West	9308	$15	Consumer	2016. 3. 30.	Standard Class	California	Art
35%	Technology	San Francisco	United States	CA-12265	Christina Anderson	0	1	2016. 3. 25.	CA-2016-128237	94110	TEC-AC-10002558	Imation	Imation Swivel Flash Drive USB flash drive - 8 GB	$16	4	West	9309	$45	Consumer	2016. 3. 30.	Standard Class	California	Accessories
39%	Office Supplies	San Francisco	United States	CA-12265	Christina Anderson	0	1	2016. 3. 25.	CA-2016-128237	94110	OFF-AR-10000034	BIC	BIC Brite Liner Grip Highlighters, Assorted, 5/Pack	$10	6	West	9310	$25	Consumer	2016. 3. 30.	Standard Class	California	Art
31%	Office Supplies	New York City	United States	KD-16615	Ken Dana	0.2	1	2018. 8. 26.	US-2018-102141	10024	OFF-BI-10001510	Other	Deluxe Heavy-Duty Vinyl Round Ring Binder	$46	8	East	9311	$147	Corporate	2018. 8. 31.	Standard Class	New York	Binders
35%	Office Supplies	Dallas	United States	DW-13540	Don Weiss	0.2	1	2019. 3. 6.	CA-2019-148642	75220	OFF-LA-10000134	Avery	Avery 511	$2	2	Central	9312	$5	Consumer	2019. 3. 12.	Standard Class	Texas	Labels
8%	Office Supplies	Dallas	United States	DW-13540	Don Weiss	0.2	1	2019. 3. 6.	CA-2019-148642	75220	OFF-AR-10000588	Newell	Newell 345	$5	4	Central	9313	$63	Consumer	2019. 3. 12.	Standard Class	Texas	Art
28%	Office Supplies	Detroit	United States	AG-10495	Andrew Gjertsen	0	1	2017. 11. 11.	CA-2017-111948	48234	OFF-ST-10003282	Advantus	Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers	$117	7	Central	9314	$418	Corporate	2017. 11. 11.	Same Day	Michigan	Storage
38%	Office Supplies	Detroit	United States	AG-10495	Andrew Gjertsen	0.1	1	2017. 11. 11.	CA-2017-111948	48234	OFF-AP-10002311	Holmes	Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter	$47	2	Central	9315	$124	Corporate	2017. 11. 11.	Same Day	Michigan	Appliances
-23%	Technology	Philadelphia	United States	JH-16180	Justin Hirsh	0.4	1	2018. 4. 5.	CA-2018-161907	19140	TEC-PH-10000141	Clearsounds	Clearsounds A400	-$28	3	East	9316	$119	Consumer	2018. 4. 9.	Standard Class	Pennsylvania	Phones
-21%	Office Supplies	Philadelphia	United States	JH-16180	Justin Hirsh	0.2	1	2018. 4. 5.	CA-2018-161907	19140	OFF-SU-10000646	Other	Premier Automatic Letter Opener	-$163	4	East	9317	$769	Consumer	2018. 4. 9.	Standard Class	Pennsylvania	Supplies
-6%	Technology	Carrollton	United States	DK-13090	Dave Kipp	0.2	1	2019. 2. 21.	CA-2019-124940	75007	TEC-AC-10002076	Microsoft	Microsoft Natural Keyboard Elite	-$3	1	Central	9318	$48	Consumer	2019. 2. 26.	Standard Class	Texas	Accessories
48%	Office Supplies	New York City	United States	AR-10825	Anthony Rawles	0	1	2019. 7. 20.	US-2019-108343	10009	OFF-PA-10000743	Xerox	Xerox 1977	$6	2	East	9319	$13	Corporate	2019. 7. 25.	Standard Class	New York	Paper
16%	Furniture	New York City	United States	AR-10825	Anthony Rawles	0.1	1	2019. 7. 20.	US-2019-108343	10009	FUR-CH-10002780	Office Star	Office Star - Task Chair with Contemporary Loop Arms	$25	2	East	9320	$164	Corporate	2019. 7. 25.	Standard Class	New York	Chairs
17%	Furniture	New York City	United States	AR-10825	Anthony Rawles	0	1	2019. 7. 20.	US-2019-108343	10009	FUR-FU-10000747	Tenex	Tenex B1-RE Series Chair Mats for Low Pile Carpets	$31	4	East	9321	$184	Corporate	2019. 7. 25.	Standard Class	New York	Furnishings
-50%	Furniture	Houston	United States	SM-20005	Sally Matthias	0.6	1	2018. 11. 4.	US-2018-111563	77041	FUR-FU-10002445	DAX	DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7	-$6	3	Central	9322	$11	Consumer	2018. 11. 8.	Standard Class	Texas	Furnishings
-128%	Furniture	Houston	United States	SM-20005	Sally Matthias	0.6	1	2018. 11. 4.	US-2018-111563	77041	FUR-FU-10000723	Deflect-o	Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting	-$84	4	Central	9323	$66	Consumer	2018. 11. 8.	Standard Class	Texas	Furnishings
46%	Office Supplies	Los Angeles	United States	DB-13660	Duane Benoit	0	1	2019. 9. 23.	CA-2019-121853	90036	OFF-PA-10003641	Xerox	Xerox 1909	$97	8	West	9324	$211	Consumer	2019. 9. 29.	Standard Class	California	Paper
10%	Furniture	Los Angeles	United States	DB-13660	Duane Benoit	0.2	1	2019. 9. 23.	CA-2019-121853	90036	FUR-CH-10003973	Other	GuestStacker Chair with Chrome Finish Legs	$59	2	West	9325	$595	Consumer	2019. 9. 29.	Standard Class	California	Chairs
33%	Office Supplies	Los Angeles	United States	DB-13660	Duane Benoit	0.2	1	2019. 9. 23.	CA-2019-121853	90036	OFF-BI-10000977	Ibico	Ibico Plastic Spiral Binding Combs	$24	3	West	9326	$73	Consumer	2019. 9. 29.	Standard Class	California	Binders
43%	Furniture	Edmonds	United States	PF-19225	Phillip Flathmann	0	1	2019. 9. 7.	US-2019-130687	98026	FUR-FU-10004053	DAX	DAX Two-Tone Silver Metal Document Frame	$35	4	West	9327	$81	Consumer	2019. 9. 10.	First Class	Washington	Furnishings
8%	Technology	Edmonds	United States	PF-19225	Phillip Flathmann	0.2	1	2019. 9. 7.	US-2019-130687	98026	TEC-PH-10002033	Other	Konftel 250 Conference phone - Charcoal black	$34	2	West	9328	$456	Consumer	2019. 9. 10.	First Class	Washington	Phones
28%	Office Supplies	Edmonds	United States	PF-19225	Phillip Flathmann	0	1	2019. 9. 7.	US-2019-130687	98026	OFF-AR-10004260	Boston	Boston 1799 Powerhouse Electric Pencil Sharpener	$7	1	West	9329	$26	Consumer	2019. 9. 10.	First Class	Washington	Art
34%	Office Supplies	San Francisco	United States	AJ-10945	Ashley Jarboe	0	1	2017. 11. 28.	CA-2017-164497	94110	OFF-AP-10004655	Holmes	Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter	$15	4	West	9330	$45	Consumer	2017. 11. 30.	First Class	California	Appliances
47%	Office Supplies	New York City	United States	EB-14110	Eugene Barchas	0	1	2017. 11. 12.	US-2017-153283	10035	OFF-EN-10001539	Staple envelope	Staple envelope	$7	2	East	9331	$16	Consumer	2017. 11. 18.	Standard Class	New York	Envelopes
9%	Technology	Springfield	United States	ES-14080	Erin Smith	0.2	1	2018. 9. 29.	CA-2018-108056	97477	TEC-PH-10001817	Other	Wilson Electronics DB Pro Signal Booster	$75	3	West	9332	$859	Corporate	2018. 10. 3.	Standard Class	Oregon	Phones
26%	Office Supplies	Georgetown	United States	SS-20410	Shahid Shariari	0	1	2019. 9. 11.	CA-2019-127726	40324	OFF-AP-10002578	Fellowes	Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote	$51	4	South	9333	$196	Consumer	2019. 9. 13.	Second Class	Kentucky	Appliances
47%	Office Supplies	Georgetown	United States	SS-20410	Shahid Shariari	0	1	2019. 9. 11.	CA-2019-127726	40324	OFF-FA-10000992	Acco	Acco Clips to Go Binder Clips, 24 Clips in Two Sizes	$7	4	South	9334	$14	Consumer	2019. 9. 13.	Second Class	Kentucky	Fasteners
-5%	Furniture	Coral Springs	United States	AG-10900	Arthur Gainer	0.2	1	2019. 5. 1.	CA-2019-110198	33065	FUR-BO-10001798	Bush	Bush Somerset Collection Bookcase	-$16	3	South	9335	$314	Consumer	2019. 5. 2.	First Class	Florida	Bookcases
33%	Office Supplies	Coral Springs	United States	AG-10900	Arthur Gainer	0.2	1	2019. 5. 1.	CA-2019-110198	33065	OFF-LA-10004409	Avery	Avery 492	$1	2	South	9336	$5	Consumer	2019. 5. 2.	First Class	Florida	Labels
49%	Office Supplies	San Francisco	United States	CY-12745	Craig Yedwab	0	1	2019. 9. 16.	CA-2019-130715	94110	OFF-FA-10000621	Other	OIC Colored Binder Clips, Assorted Sizes	$9	5	West	9337	$18	Corporate	2019. 9. 20.	Standard Class	California	Fasteners
38%	Office Supplies	San Francisco	United States	RP-19270	Rachel Payne	0.2	1	2016. 10. 19.	CA-2016-155264	94110	OFF-BI-10003196	ACCOHIDE	Accohide Poly Flexible Ring Binders	$1	1	West	9338	$3	Corporate	2016. 10. 22.	Second Class	California	Binders
35%	Office Supplies	San Francisco	United States	RP-19270	Rachel Payne	0.2	1	2016. 10. 19.	CA-2016-155264	94110	OFF-BI-10003727	Avery	Avery Durable Slant Ring Binders With Label Holder	$7	6	West	9339	$20	Corporate	2016. 10. 22.	Second Class	California	Binders
47%	Office Supplies	San Francisco	United States	RP-19270	Rachel Payne	0	1	2016. 10. 19.	CA-2016-155264	94110	OFF-PA-10003228	Xerox	Xerox 1917	$69	3	West	9340	$147	Corporate	2016. 10. 22.	Second Class	California	Paper
